date	indexret
20051219	0.00124556890000
20051220	0.00426424360000
20051221	-0.00627856540000
20051222	0.00720284340000
20051223	0.01140998670000
20051226	0.01061064910000
20051227	-0.00155606320000
20051228	0.00315573230000
20051229	0.01701079450000
20051230	-0.00955747490000
20060104	0.01918966210000
20060105	0.01809114780000
20060106	0.01167598180000
20060109	0.00981333800000
20060110	0.00502868870000
20060111	-0.00475101090000
20060112	0.01675523950000
20060113	-0.00071348660000
20060116	-0.01749668150000
20060117	0.00251078200000
20060118	0.02321632460000
20060119	0.01041749560000
20060120	0.00299850790000
20060123	0.00566351750000
20060124	0.00166900740000
20060125	0.00644547900000
20060206	0.02779826960000
20060207	-0.00054167410000
20060208	0.00491273150000
20060209	-0.01435964310000
20060210	0.01446556310000
20060213	-0.00051470860000
20060214	0.00962298820000
20060215	0.00317468590000
20060216	-0.02644033920000
20060217	-0.00230304390000
20060220	-0.00117076630000
20060221	0.02020787550000
20060222	-0.00032960450000
20060223	0.00308657740000
20060224	0.00982580570000
20060227	-0.00156590030000
20060228	0.00477234510000
20060301	0.00747941980000
20060302	-0.02061588370000
20060303	0.00278757110000
20060306	-0.00273170720000
20060307	-0.02871838460000
20060308	-0.00560353330000
20060309	-0.00496090510000
20060310	0.00459325880000
20060313	0.01172874930000
20060314	0.00042001660000
20060315	0.01323176670000
20060316	0.00034925420000
20060317	-0.00320830580000
20060320	0.01601344800000
20060321	0.00448948700000
20060322	0.01063679020000
20060323	0.00497936350000
20060324	-0.00667514600000
20060327	0.01126930440000
20060328	0.00889033420000
20060329	0.00922136160000
20060330	-0.01000071340000
20060331	0.00984129070000
20060403	0.02432143970000
20060404	0.01352558050000
20060405	0.01222892800000
20060406	0.00531718140000
20060407	0.00727803950000
20060410	0.02326352890000
20060411	0.00670615030000
20060412	-0.00284560320000
20060413	-0.02774596400000
20060414	0.02731972290000
20060417	0.00790775070000
20060418	0.00645190660000
20060419	0.00730107390000
20060420	-0.00448803910000
20060421	0.01398070470000
20060424	-0.00656314080000
20060425	0.00310706140000
20060426	0.01677272410000
20060427	0.00349075530000
20060428	0.01894601410000
20060508	0.04921555380000
20060509	0.03707475560000
20060510	0.01881388330000
20060511	-0.00484596110000
20060512	0.04428699640000
20060515	0.05576203440000
20060516	-0.02251838260000
20060517	0.01231277350000
20060518	0.00461202080000
20060519	0.03325587250000
20060522	0.01358551790000
20060523	-0.04553197680000
20060524	-0.00853877270000
20060525	0.00692788600000
20060526	0.02339714500000
20060529	0.03113627480000
20060530	0.01641752290000
20060531	-0.00619607050000
20060601	0.03683134730000
20060602	-0.00331401310000
20060605	0.01642022140000
20060606	-0.00412381870000
20060607	-0.06421034460000
20060608	0.00346079620000
20060609	-0.02415483010000
20060612	0.00513689230000
20060613	0.00389988090000
20060614	-0.00925992380000
20060615	0.00314660830000
20060616	0.02813867950000
20060619	0.01507110390000
20060620	0.00724353030000
20060621	-0.00231637690000
20060622	-0.00036564790000
20060623	0.01087911260000
20060626	0.02122090120000
20060627	0.00355032260000
20060628	-0.00008027800000
20060629	0.02480922690000
20060630	-0.00023071050000
20060703	0.02118697760000
20060704	-0.00556310660000
20060705	-0.01065125450000
20060706	0.02439759990000
20060707	-0.00232939870000
20060710	0.00505258940000
20060711	0.00803054870000
20060712	0.00101737670000
20060713	-0.06032600940000
20060714	0.00962856040000
20060717	0.01632888760000
20060718	0.00450285490000
20060719	-0.02580045980000
20060720	0.00802755860000
20060721	0.00844471370000
20060724	0.00229101360000
20060725	0.01438410850000
20060726	0.00096731040000
20060727	-0.01148473450000
20060728	-0.00990912610000
20060731	-0.04055178760000
20060801	-0.01083728510000
20060802	-0.00521610240000
20060803	-0.00149050960000
20060804	-0.02884968860000
20060807	-0.01893419140000
20060808	0.02871342990000
20060809	0.00012189500000
20060810	0.01842052690000
20060811	0.00456646370000
20060814	-0.02690009370000
20060815	0.01916514900000
20060816	0.01631747410000
20060817	-0.00819934050000
20060818	-0.00412641560000
20060821	0.00454155330000
20060822	0.01234894580000
20060823	-0.00074976300000
20060824	0.00768883280000
20060825	0.00294236000000
20060828	0.02619381910000
20060829	0.00303725940000
20060830	0.00632192980000
20060831	0.00551462170000
20060901	-0.01725559400000
20060904	0.01852968110000
20060905	0.00320534740000
20060906	0.00514917910000
20060907	-0.01427644670000
20060908	0.00309283210000
20060911	0.00604384430000
20060912	0.00610087660000
20060913	-0.00930817800000
20060914	0.00061049450000
20060915	0.01675649790000
20060918	0.01289996380000
20060919	0.00306301690000
20060920	0.00245693200000
20060921	0.00630251400000
20060922	-0.00904530510000
20060925	0.00011065280000
20060926	-0.00762304850000
20060927	0.01029639100000
20060928	0.01122087010000
20060929	0.01200757980000
20061009	0.02311514670000
20061010	0.00353606430000
20061011	0.00101166260000
20061012	-0.00881126500000
20061013	0.00460323180000
20061016	-0.00665455470000
20061017	-0.00199073020000
20061018	0.01574582300000
20061019	0.00388338810000
20061020	-0.00217146270000
20061023	-0.02719165740000
20061024	0.02549875440000
20061025	0.00068858290000
20061026	0.00086075770000
20061027	-0.01329425010000
20061030	0.00265889020000
20061031	0.01232105150000
20061101	0.00756685890000
20061102	-0.00127612210000
20061103	0.00650683510000
20061106	0.00602599700000
20061107	0.00053222310000
20061108	-0.00810248380000
20061109	0.01630720310000
20061110	-0.01763046530000
20061113	-0.02371621850000
20061114	0.01200020340000
20061115	0.02456479590000
20061116	-0.00533420390000
20061117	0.01692147850000
20061120	0.01248912960000
20061121	0.01107238580000
20061122	0.00991344650000
20061123	0.00700304660000
20061124	0.00602574230000
20061127	0.01415749980000
20061128	-0.00053301980000
20061129	0.01325632090000
20061130	0.02457011100000
20061201	0.00829205620000
20061204	0.02714992470000
20061205	0.00857501670000
20061206	-0.01011064600000
20061207	-0.00360246390000
20061208	-0.03604532580000
20061211	0.04181165300000
20061212	0.00574002600000
20061213	0.00322029800000
20061214	0.01764275660000
20061215	0.01712350740000
20061218	0.02440275480000
20061219	0.00481749760000
20061220	0.01297088700000
20061221	-0.01255812720000
20061222	-0.00531572230000
20061225	0.01952392500000
20061226	-0.00286895880000
20061227	0.01876571900000
20061228	-0.00700441390000
20061229	0.02555423360000
20070104	0.00976264950000
20070105	0.01143613850000
20070108	0.03414658000000
20070109	0.02918780210000
20070110	0.02703815310000
20070111	-0.00509831290000
20070112	-0.02631421990000
20070115	0.05665825590000
20070116	0.03187246960000
20070117	-0.01307605220000
20070118	0.01173796920000
20070119	0.03572626590000
20070122	0.04364040750000
20070123	0.00775259280000
20070124	0.01181328250000
20070125	-0.03726915760000
20070126	0.01872229890000
20070129	0.02967374080000
20070130	-0.00631504720000
20070131	-0.05835706260000
20070201	0.00718864860000
20070202	-0.03275650900000
20070205	-0.00327342120000
20070206	0.02224150680000
20070207	0.02241645210000
20070208	0.01860530610000
20070209	-0.00136172130000
20070212	0.03400137350000
20070213	0.01709162090000
20070214	0.02548506380000
20070215	0.03205485320000
20070216	0.00822857120000
20070226	0.02302778450000
20070227	-0.09064737030000
20070228	0.04273399170000
20070301	-0.02409305550000
20070302	0.01571581880000
20070305	-0.00711322950000
20070306	0.01368423800000
20070307	0.02732152710000
20070308	0.01797253570000
20070309	-0.00216532920000
20070312	0.01057921380000
20070313	0.01100659480000
20070314	-0.01145230650000
20070315	0.01996380910000
20070316	-0.01470005280000
20070319	0.02061342670000
20070320	0.01251343270000
20070321	0.01409467210000
20070322	0.00470178130000
20070323	0.00765828020000
20070326	0.02277021600000
20070327	0.01062778270000
20070328	-0.00033674390000
20070329	-0.00964774840000
20070330	0.00450336130000
20070402	0.02521859830000
20070403	0.01489317920000
20070404	0.00962517780000
20070405	0.01468720980000
20070406	0.01175142070000
20070409	0.02311583210000
20070410	0.01421969180000
20070411	0.01438002300000
20070412	0.02133783230000
20070413	0.00427674240000
20070416	0.03040474970000
20070417	0.01810014640000
20070418	0.01483027830000
20070419	-0.04924374140000
20070420	0.04960291750000
20070423	0.04527906170000
20070424	0.00552839160000
20070425	0.00247495260000
20070426	0.01495584010000
20070427	-0.00281284860000
20070430	0.02040592710000
20070508	0.04160722660000
20070509	0.00676970450000
20070510	0.00850863020000
20070511	-0.00405204030000
20070514	0.00888857330000
20070515	-0.03450056580000
20070516	0.02918801060000
20070517	0.02459438400000
20070518	0.00291581570000
20070521	0.02199990600000
20070522	0.01705520760000
20070523	0.02331938450000
20070524	-0.00273538360000
20070525	0.01790693670000
20070528	0.02321498930000
20070529	0.02330779400000
20070530	-0.07479594080000
20070531	-0.00528969990000
20070601	-0.04249184290000
20070604	-0.08125011150000
20070605	0.02701854110000
20070606	0.01566951270000
20070607	0.04208401500000
20070608	0.01396969670000
20070611	0.02528147650000
20070612	0.02895152430000
20070613	0.02792601180000
20070614	-0.01030006300000
20070615	0.00570347000000
20070618	0.03197933850000
20070619	0.01276480230000
20070620	-0.02361107840000
20070621	0.00561076420000
20070622	-0.04182289240000
20070625	-0.04995703420000
20070626	0.01579163320000
20070627	0.02915873500000
20070628	-0.05177152730000
20070629	-0.02977799010000
20070702	0.00344022990000
20070703	0.01899960980000
20070704	-0.02226208990000
20070705	-0.05682134650000
20070706	0.05237964600000
