year	firm	evtdate
2006	600981	20070327
2006	600982	20070313
2006	600983	20070302
2006	600984	20070405
2006	600985	20070315
2006	600986	20070418
2006	600987	20070410
2006	600988	20070426
2006	600990	20070331
2006	600991	20070419
2006	600992	20070329
2006	600993	20070324
2006	600995	20070131
2006	600997	20070328
2006	601001	20070425
2006	601002	20070410
2006	601003	20070420
2006	601005	20070423
2006	601006	20070427
2006	601007	20070428
2006	601111	20070320
2006	601333	20070420
2006	601588	20070419
2006	601628	20070418
2006	601666	20070410
2006	601699	20070328
2006	601872	20070329
2006	601991	20070402
